facility_name,facility_type_display,improved_water_supply,improved_sanitation,chalkboard_each_classroom_yn,num_tchrs_with_nce,num_tchr_full_time,num_students_total,num_classrms_total,phcn_electricity,num_toilets_total,num_students_male,num_students_female,num_tchrs_male,num_tchrs_female,date_of_survey,education_type,community,ward,management,sector,unique_lga,latitude,longitude,total_teacher,student_teacher_ratio,total_student
International Nur Sch,Primary school only,False,False,True,3,6,150,8,False,0,66,84,3,3,2014-03-03,formal_only,Abwa Mbagen,Mbakura,private,education,benue,7.20646623,9.22396696,6,25.0,150
Holy Child Nur.and Primary Sch. Ortese Mbastaase,Primary school only,False,False,False,6,9,538,9,False,0,310,228,6,3,2014-03-03,formal_only,Mbatsaase,Mbapen,private,education,benue,7.48680823,9.10195353,9,59.77777777777778,538
SWALI MODEL SECONDARY SCHOOL,Junior and Senior Secondary school combined,True,True,True,10,17,420,12,True,3,220,200,15,2,2014-03-03,formal_only,SWALI,3,public,education,bayelsa,4.91415978,6.26901817,17,24.705882352941178,420
Ason primary school,Primary school only,False,False,False,7,11,155,6,False,0,80,75,4,7,2014-03-03,formal_only,Ason,Rafinkada,public,education,taraba,7.69755691,9.89279328,11,14.090909090909092,155
Idofi primary school,Primary school only,True,False,False,24,32,91,6,False,0,38,53,12,20,2014-03-03,formal_only,Idofi,Avyi,public,education,taraba,7.87592195,9.75326217,32,2.84375,91
LEA Gidan Sabo,Primary school only,False,False,False,3,4,180,6,False,0,70,110,4,0,2014-03-04,formal_only,Gidan Sabo,Luukwo,public,education,plateau,8.49985043,9.31125097,4,45.0,180
Shell camp primary school ,Primary school only,True,False,False,18,18,384,23,False,0,191,193,0,18,2014-03-03,formal_only,GRA,GRA,public,education,imo,5.49935354067755,7.02700871469483,18,21.333333333333332,384
Ashitsa primary school,Primary school only,False,False,False,5,8,369,13,False,0,213,156,7,1,2014-03-03,formal_only,Ashitsa,Rafinkada,public,education,taraba,7.75856705,9.87441721,8,46.125,369
Gakundo primary school,Primary school only,True,True,True,12,13,209,6,False,2,100,109,10,3,2014-03-03,formal_only,Gakundo,Jibu,public,education,taraba,8.06672,9.80014713,13,16.076923076923077,209
Pwadzu primary school,Primary school only,False,True,True,28,38,333,6,False,6,148,185,7,31,2014-03-03,formal_only,Pwadzu,Avyi,public,education,taraba,7.89166794,9.77103971,38,8.763157894736842,333
Okpodu Primary Sch. Amassoma,Primary school only,True,True,True,4,6,68,6,True,4,29,39,4,2,2014-03-02,formal_only,Amassoma,Amassoma Ward 10,public,education,bayelsa,4.96993438,6.10194696,6,11.333333333333334,68
BJSS II AMASSOMA,Junior Secondary school only,False,False,True,5,6,101,3,True,0,45,56,4,2,2014-03-02,formal_only,Amassoma,Amassoma Ward 10,public,education,bayelsa,4.97223164,6.10559703,6,16.833333333333332,101
BJSS IGEIBIRI,Junior Secondary school only,True,True,True,0,3,99,3,False,4,60,39,3,0,2014-03-02,formal_only,Igeibiri,Oporoma 2,public,education,bayelsa,4.8426909,6.20243353,3,33.0,99
BJSS BOLOU AGUOBIRI,Junior Secondary school only,False,False,False,1,3,50,3,False,0,30,20,3,0,2014-03-02,formal_only,Bolou Aguobiri,Ward 2,public,education,bayelsa,4.8039174,6.16533717,3,16.666666666666668,50
CPS ZION AGUOBIRI III,Primary school only,False,False,False,5,5,140,3,False,0,70,70,5,0,2014-03-02,formal_only,Aguobiri,Ward 2,public,education,bayelsa,4.81934901,6.15368284,5,28.0,140
Ekan primary school Du,Primary school only,True,True,True,5,7,72,7,False,4,25,47,1,6,2014-03-02,formal_only,Madu,Du A,public,education,plateau,9.75831172,8.89457265,7,10.285714285714286,72
LEA Sabon Pegi Kuru,Primary school only,False,True,False,22,29,1169,19,False,1,563,606,4,25,2014-03-02,formal_only,Kwak,Kuru B,public,education,plateau,9.74550201,8.83029938,29,40.310344827586206,1169
St Williams primary school zawan,Primary school only,True,True,True,12,14,491,23,False,4,263,228,5,9,2014-03-02,formal_only,Zawan,Zawan A,public,education,plateau,9.75607374,8.87842456,14,35.07142857142857,491
LEA Baptist primary school,Primary school only,False,False,False,22,22,195,15,False,0,96,99,1,21,2014-03-02,formal_only,Bukuru,Bukuru,public,education,plateau,9.79486851,8.86750819,22,8.863636363636363,195
Alhenprindu Nur and Pry Sch. Ammassoma,Primary school only,False,False,True,0,8,35,8,True,0,20,15,4,4,2014-03-02,formal_only,Amassoma,Amassoma 10,private,education,bayelsa,4.97165708,6.10844203,8,4.375,35
OGONI CENTRAL SCH. AMA,Primary school only,True,True,True,6,9,135,6,True,4,59,76,6,3,2014-03-02,formal_only,Amassoma,Amassoma Ward10,public,education,bayelsa,4.97239225,6.10634244,9,15.0,135
S.P.S OBOLOLI I,Primary school only,True,False,True,0,3,60,6,False,0,25,35,3,0,2014-03-02,formal_only,Obololi,Oporoma ward 2,public,education,bayelsa,4.82828385,6.21119761,3,20.0,60
BJSS AGUOBIRI,Junior Secondary school only,False,False,False,2,5,203,3,False,0,108,95,4,1,2014-03-02,formal_only,Aguobiri,Ward 2,public,education,bayelsa,4.81802696,6.15827076,5,40.6,203
St. Joseph Sch. Igeibiri,Primary school only,False,False,False,6,10,184,4,False,0,103,81,7,3,2014-03-02,formal_only,Igeibiri,Igeibiri ward 2,public,education,bayelsa,4.84153313,6.20000591,10,18.4,184
BJSS OPOROMA,Junior Secondary school only,False,False,True,0,15,161,3,False,0,92,69,8,7,2014-03-02,formal_only,Oporoma,Oporoma Ward 2,public,education,bayelsa,4.80013088,6.07776132,15,10.733333333333333,161
Staff Nur.and Prim. School.GSS Buruku,Primary school only,True,True,False,6,8,257,8,False,2,127,130,5,3,2014-03-02,formal_only,Buruku,Mbaapen,private,education,benue,7.44246893,9.15833963,8,32.125,257
Fortress Academy,"Primary, Junior and Senior Secondary school combined",True,True,False,1,6,24,6,True,2,11,13,4,2,2014-03-02,integrated,Raku-belleng (sabon barki),Gyel A,private,education,plateau,9.82757486,8.86038633,6,4.0,24
Seat of wisdom groups academy,Primary and Junior Secondary school combined,False,False,True,2,11,136,13,False,0,50,86,6,5,2014-03-02,formal_only,Oporoma,Oporoma Ward 2,private,education,bayelsa,4.80040259,6.07913113,11,12.363636363636363,136
Total child development private school,Primary and Junior Secondary school combined,True,True,True,13,13,150,10,True,2,60,90,8,5,2014-03-02,integrated,Raku-beleng (sabon barki),Gyel A,private,education,plateau,9.8272697,8.85644525,13,11.538461538461538,150
QuaÃ¢ÂÂan-Pan Unity Private Schools,"Primary, Junior and Senior Secondary school combined",True,False,False,18,27,504,21,False,0,223,281,21,6,2014-03-02,formal_only,Gidan Dabat,Kwande,private,education,plateau,8.70848673,9.23178339,27,18.666666666666668,504
Shalom Academy,"Primary, Junior and Senior Secondary school combined",True,True,True,10,26,675,19,True,7,270,405,10,16,2014-03-02,integrated,Rahwol Kak,Gyel A,private,education,plateau,9.78216742,8.8568443,26,25.96153846153846,675
Govt. Sec. Sch. Gyel,Junior and Senior Secondary school combined,False,True,False,8,22,340,17,False,6,160,180,12,10,2014-03-02,formal_only,Gyel,Gyel A,public,education,plateau,9.80274393,8.85265883,22,15.454545454545455,340
Sacred Scholars Academy,Primary and Junior Secondary school combined,True,True,True,4,34,124,17,True,4,58,66,6,28,2014-03-02,integrated,Nyango,Gyel A,private,education,plateau,9.819002,8.86188285,34,3.6470588235294117,124
LEA Gidan Dabat,Primary school only,False,False,False,5,6,220,6,False,0,115,105,4,2,2014-03-02,formal_only,Gidan Dabat,Kwande,public,education,plateau,8.71081426,9.23252501,6,36.666666666666664,220
GMSS Kurgwi,Junior and Senior Secondary school combined,True,True,True,11,11,454,16,False,2,275,179,10,1,2014-03-02,formal_only,Kurgwi,Kurgwi East,public,education,plateau,8.78222965,9.30835185,11,41.27272727272727,454
Purity High School,Junior Secondary school only,False,False,True,6,9,243,3,False,0,116,127,6,3,2014-03-02,formal_only,Kopboetpang,Kwoor,private,education,plateau,8.90111499,9.27470079,9,27.0,243
Government Model Secondary School Doemak,Junior and Senior Secondary school combined,True,True,False,42,49,876,19,False,1,620,256,40,9,2014-03-02,formal_only,BaÃ¢ÂÂap,Doemak Koplong,public,education,plateau,8.94386168,9.23003304,49,17.877551020408163,876
Glory Nursary and Prim. Sch,Primary school only,True,True,False,13,13,400,14,False,5,121,279,8,5,2014-03-02,formal_only,Mbajor,Mbaapen,private,education,benue,7.4548,9.1819,13,30.76923076923077,400
Kukwal Primary School,Primary school only,False,False,True,6,10,414,6,False,0,214,200,8,2,2014-03-02,formal_only,Kukwal,Balbaya,public,education,borno,10.64834291,11.77679657,10,41.4,414
Ada Acedemy Nursary and Prim School,Primary school only,True,True,True,1,9,300,7,True,1,144,156,5,4,2014-03-02,formal_only,Mbajor,Mbaapen,private,education,benue,7.45402465,9.1850492,9,33.333333333333336,300
Anzugh Nur.and Primary School Mbsatsaase,Primary school only,False,False,False,3,3,224,6,False,0,112,112,3,0,2014-03-02,formal_only,Mbatsaase,Mbapen,private,education,benue,7.49649945,9.09008796,3,74.66666666666667,224
GOOD BEGENING INTÃ¢ÂÂL ACADEMY DORO,Primary school only,False,True,True,7,9,206,6,True,3,120,86,5,4,2014-03-02,formal_only,DORO,DORO,private,education,katsina,12.77775031,7.90617815,9,22.88888888888889,206
Al-Imam Primary  School,Primary school only,False,True,False,6,11,250,6,False,2,110,140,7,4,2014-03-02,formal_only,Kurgwi,Kurgwi East,private,education,plateau,8.77292815,9.29573181,11,22.727272727272727,250
LEA Katai,Primary school only,False,False,False,0,4,50,9,False,0,24,26,2,2,2014-03-02,formal_only,Katai,Kwande,public,education,plateau,8.6481646,9.20978259,4,12.5,50
Asalam Primary & Sec. Sch. Kurgwi,"Primary, Junior and Senior Secondary school combined",True,True,False,13,28,730,12,False,1,405,325,22,6,2014-03-02,integrated,Kurgwi,Kurgwi West,private,education,plateau,8.77155718,9.29130497,28,26.071428571428573,730
JNI Primary school,Primary school only,True,False,False,7,13,390,13,False,0,180,210,7,6,2014-03-02,integrated,Kurgwi,Kurgwi East,public,education,plateau,8.77980176,9.30271501,13,30.0,390
Marmara islamiya primary school,Primary school only,True,False,True,49,64,615,22,False,0,374,241,17,47,2014-03-02,formal_only,Marmara,Puje,public,education,taraba,7.86268086,9.78018544,64,9.609375,615
Umaru Sanda Primary School Bida,Primary school only,False,False,False,52,61,2145,20,False,0,1312,833,33,28,2014-03-02,formal_only,Banyagi,Nassarafu,public,education,niger,9.0668,6.0127,61,35.16393442622951,2145
Kangi Makun UBE,Primary school only,False,False,True,5,11,196,3,False,0,89,107,10,1,2014-03-01,formal_only,Kangi Makun,Bariki,public,education,niger,9.0739,5.9993,11,17.818181818181817,196
Bongah Government Junior Secondary school,Junior Secondary school only,False,False,True,9,10,89,2,False,0,46,43,7,3,2014-03-01,formal_only,Bongah,Lusa A,public,education,bauchi,9.6278,9.5623,10,8.9,89
Avyi primary school,Primary school only,True,False,True,9,15,329,4,False,0,166,163,4,11,2014-03-01,formal_only,Avyi,Tsukundi,public,education,taraba,7.93539397,9.88207104,15,21.933333333333334,329
Gindin doruwa primary school,Primary school only,True,True,True,19,29,776,18,False,4,452,324,16,13,2014-03-01,formal_only,Gindin dorowa,Bantaje,public,education,taraba,8.10171349,10.06770621,29,26.75862068965517,776
Peace Comprehensive College,Junior and Senior Secondary school combined,False,False,False,7,8,62,5,False,0,39,23,7,1,2014-03-01,formal_only,Npap,Kwande,private,education,plateau,8.74665593,9.33103756,8,7.75,62
SPS Kwande,Primary school only,True,True,False,12,16,452,18,False,4,240,212,9,7,2014-03-01,formal_only,Kwande,Kwande,public,education,plateau,8.71005924,9.29251735,16,28.25,452
LEA Kurgwi,Primary school only,False,False,False,25,32,547,19,False,0,290,257,14,18,2014-03-01,formal_only,Kurgwi,Kurgwi West,public,education,plateau,8.77789652,9.29236049,32,17.09375,547
LEA Pantong,Primary school only,False,False,False,3,4,450,5,False,0,200,250,4,0,2014-03-01,formal_only,Manle,Kwande,public,education,plateau,8.65104484,9.34564471,4,112.5,450
GOVERNMENT SECONDARY SCHOOL GIREMAWA,Junior and Senior Secondary school combined,True,True,True,7,7,672,8,True,6,611,61,7,0,2014-03-01,formal_only,GIREMAWA,GIREMAWA,public,education,katsina,12.76560146,7.95085785,7,96.0,672
Kangi Makun Nomadic,Primary school only,False,False,True,4,8,101,3,False,0,65,36,7,1,2014-03-01,formal_only,Bariki,Bariki,public,education,niger,9.0739,5.9993,8,12.625,101
YANRABO PRIMARY SCHOOL,Primary school only,False,False,True,2,2,432,5,False,0,297,135,2,0,2014-03-01,formal_only,YANRABO,DALLAJE,public,education,katsina,12.7172,7.9611,2,216.0,432
Gss garah,Junior and Senior Secondary school combined,False,False,False,10,10,157,7,False,0,96,61,8,2,2014-03-01,formal_only,Garah,Mushere north,public,education,plateau,9.21297884,9.05368348,10,15.7,157
Gss mushere,Junior and Senior Secondary school combined,False,False,False,15,17,203,23,False,0,121,82,12,5,2014-03-01,formal_only,Mushere,Mushere west,public,education,plateau,9.17488197,9.05646458,17,11.941176470588236,203
Lea pri sch largal,Primary school only,True,False,False,2,2,62,3,False,0,42,20,2,0,2014-03-01,formal_only,Largal,Kopmur,public,education,plateau,9.17115482,8.9947132,2,31.0,62
Gss kopmur,Junior and Senior Secondary school combined,False,False,False,14,14,171,9,False,0,96,75,9,5,2014-03-01,formal_only,Kopmur,Kopmur,public,education,plateau,9.16755462,9.00870265,14,12.214285714285714,171
Lea pri sch jirong,Primary school only,False,False,False,3,3,87,7,False,0,53,34,3,0,2014-03-01,formal_only,Jirong,Kopmur,public,education,plateau,9.20448342,9.00418262,3,29.0,87
Lea kuteng,Primary school only,False,False,False,4,5,92,6,False,0,50,42,2,3,2014-03-01,formal_only,Kuteng,Kopmur/margif,public,education,plateau,9.20511143,9.01782465,5,18.4,92
BANGARAJE PRIMARY SCHOOL,Primary school only,False,False,True,1,2,316,2,False,0,194,122,2,0,2014-03-01,formal_only,BANGARAJE,BAURE,public,education,katsina,12.7614,7.8777,2,158.0,316
DORO PRIMARY SCHOOL,Primary school only,False,False,True,24,37,1843,25,False,0,995,848,29,8,2014-03-01,formal_only,DORO,DORO,public,education,katsina,12.7777,7.903,37,49.810810810810814,1843
DAKWALE PRIMARY SCHOOL,Primary school only,False,False,True,3,7,741,6,False,0,401,340,7,0,2014-03-01,formal_only,DAKWALE,DORO,public,education,katsina,12.79124279,7.89071744,7,105.85714285714286,741
BUTUWA PRIMARY SCHOOL,Primary school only,True,True,True,2,8,566,4,False,12,348,218,6,2,2014-03-01,formal_only,BUTUNAWA,DORO,public,education,katsina,12.8036,7.8973,8,70.75,566
DADIN-KOWA PRIMARY SCHOOL,Primary school only,False,False,True,1,4,401,5,False,0,245,156,4,0,2014-03-01,formal_only,DADIN-KOWA,BAURE,public,education,katsina,12.7853,7.8322,4,100.25,401
Gss sha,Junior and Senior Secondary school combined,False,False,False,9,10,138,9,False,0,86,52,6,4,2014-03-01,formal_only,Sha,Sha,public,education,plateau,9.203566,8.76016916,10,13.8,138
GOVERNMENT SECONDARY SCHOOL SHIBDAWA,Junior and Senior Secondary school combined,True,True,True,13,13,564,11,False,12,381,183,13,0,2014-03-01,formal_only,SHIBDAWA,SHIBDAWA,public,education,katsina,12.75137129,7.82636308,13,43.38461538461539,564
ZAKATA PRIMARY SCHOOL,Primary school only,False,True,True,2,4,531,5,False,8,341,190,4,0,2014-03-01,formal_only,ZAKATA,SHIBDAWA,public,education,katsina,12.8097996,7.79956455,4,132.75,531
AGALAWA PRIMARY SCHOOL,Primary school only,False,True,True,2,5,557,5,False,4,336,221,5,0,2014-03-01,formal_only,AGALAWA,SHIBDAWA,public,education,katsina,12.77072459,7.80066375,5,111.4,557
Nursery/Praimary school,Primary and Junior Secondary school combined,False,True,True,15,18,520,9,False,2,300,220,14,4,2014-03-01,formal_only,Tadafu,Masaga  A,public,education,niger,9.0538233,6.0047882,18,28.88888888888889,520
YANBABA ISLAMIYYA,Primary school only,False,False,True,2,6,360,2,False,0,160,200,5,1,2014-03-01,formal_only,YANBABA,SHIBDAWA,public,education,katsina,12.7438,7.8007,6,60.0,360
SHIBDAWA MODEL PRIMARY SCHOOL,Primary school only,False,True,True,2,26,879,15,False,18,478,401,21,5,2014-03-01,formal_only,SHIBDAWA,SHIBDAWA,public,education,katsina,12.7525,7.8213,26,33.80769230769231,879
ADARKAWA PRIMARY SCHOOL,Primary school only,False,True,True,1,3,362,4,False,8,232,130,3,0,2014-03-01,formal_only,ADARKAWA,JIBAWA,public,education,katsina,12.70092999,7.82523576,3,120.66666666666667,362
SHAÃ¢ÂÂISKAWA PRIMARY SCHOOL,Primary school only,False,True,True,1,3,365,5,False,4,232,133,3,0,2014-03-01,formal_only,SHAÃ¢ÂÂISKAWA,JIBAWA,public,education,katsina,12.7311,7.8675,3,121.66666666666667,365
KAJI DADI PRIMARY SCHOOL,Primary school only,False,True,True,1,3,357,2,False,4,220,137,3,0,2014-03-01,formal_only,KAJI DADI,DALLAJI,public,education,katsina,12.7154,7.8724,3,119.0,357
Kinkiso primary school,Primary school only,False,True,False,27,39,612,12,False,4,290,322,12,27,2014-03-01,formal_only,Kinkiso,Puje,public,education,taraba,7.88153042,9.79553962,39,15.692307692307692,612
TAMA MODEL PRIMARY SCHOOL,Primary school only,False,True,True,15,29,1479,12,True,12,837,642,24,5,2014-03-01,formal_only,TAMA,TAMA,public,education,katsina,12.60596817,7.91429549,29,51.0,1479
Bye pyi primary school,Primary school only,True,True,False,12,21,240,6,False,2,93,147,13,8,2014-03-01,formal_only,Bye pyi,Jibu,public,education,taraba,7.93250824,9.87205493,21,11.428571428571429,240
RUGAR JABE PRIMARY SCHOOL,Primary school only,False,False,True,2,5,365,5,False,0,240,125,5,0,2014-03-01,formal_only,RUGAR JABE,DALLAJE,public,education,katsina,12.68256781,7.89717366,5,73.0,365
Gidan adamu primary school,Primary school only,False,False,False,10,16,116,6,False,0,58,58,11,5,2014-03-01,formal_only,Gidan adamu,Tsukundi,public,education,taraba,7.95983792,9.92233127,16,7.25,116
BAÃ¢ÂÂAWA PRIMARY SCHOOL,Primary school only,False,True,False,2,2,404,5,False,3,243,161,2,0,2014-03-01,formal_only,BAÃ¢ÂÂAWA,TAMA,public,education,katsina,12.65931544,7.94559975,2,202.0,404
Bantaje AB primary school,Primary school only,False,False,True,8,14,376,8,False,0,275,101,13,1,2014-03-01,formal_only,Bantaje,Bantaje,public,education,taraba,8.13146811,10.11595899,14,26.857142857142858,376
RUGAR KARI,Primary school only,False,True,False,1,2,352,2,False,4,200,152,2,0,2014-03-01,formal_only,RUGAR KARI,TAMA,public,education,katsina,12.67418428,7.93560592,2,176.0,352
Bye gya primary school,Primary school only,True,False,True,12,13,204,3,False,0,92,112,5,8,2014-03-01,formal_only,Bye gya,Chonku,public,education,taraba,7.95831172,9.78385298,13,15.692307692307692,204
DAGEJI PRIMARY SCHOOL,Primary school only,False,True,True,1,5,358,5,False,1,206,152,4,1,2014-03-01,formal_only,DAGEJI,TAMA,public,education,katsina,12.61370262,7.95162181,5,71.6,358
